product_id,product_name,category,bom_type,component_name,unit,quantity_per_unit,cost_per_unit,notes
7,12mm Glass Shower Partition,Shower Enclosures,Shower Enclosure,Rubber Gasket,ft,0,0,Sealing
7,12mm Glass Shower Partition,Shower Enclosures,Shower Enclosure,Silicone Sealant,tube,1,0,Installation
7,12mm Glass Shower Partition,Shower Enclosures,Shower Enclosure,Labor - Fabrication,hrs,0,0,Assembly
7,12mm Glass Shower Partition,Shower Enclosures,Shower Enclosure,Labor - Installation,hrs,0,0,On-site installation
5,8mm Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Toughened Glass,sqft,0,0,Glass panels
5,8mm Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Aluminum Profile,ft,0,0,Frame
5,8mm Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Hinges (SS304),pcs,0,0,Door hinges
5,8mm Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Handle,pcs,1,0,Door handle
5,8mm Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Rubber Gasket,ft,0,0,Sealing
5,8mm Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Silicone Sealant,tube,1,0,Installation
5,8mm Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Fabrication,hrs,0,0,Assembly
5,8mm Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Installation,hrs,0,0,On-site installation
3,Bathroom Shower Enclosure,Shower Enclosures,Shower Enclosure,Toughened Glass,sqft,0,0,Glass panels
3,Bathroom Shower Enclosure,Shower Enclosures,Shower Enclosure,Aluminum Profile,ft,0,0,Frame
3,Bathroom Shower Enclosure,Shower Enclosures,Shower Enclosure,Hinges (SS304),pcs,0,0,Door hinges
3,Bathroom Shower Enclosure,Shower Enclosures,Shower Enclosure,Handle,pcs,1,0,Door handle
3,Bathroom Shower Enclosure,Shower Enclosures,Shower Enclosure,Rubber Gasket,ft,0,0,Sealing
3,Bathroom Shower Enclosure,Shower Enclosures,Shower Enclosure,Silicone Sealant,tube,1,0,Installation
3,Bathroom Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Fabrication,hrs,0,0,Assembly
3,Bathroom Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Installation,hrs,0,0,On-site installation
6,Bi Fold Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Toughened Glass,sqft,0,0,Glass panels
6,Bi Fold Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Aluminum Profile,ft,0,0,Frame
6,Bi Fold Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Hinges (SS304),pcs,0,0,Door hinges
6,Bi Fold Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Handle,pcs,1,0,Door handle
6,Bi Fold Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Rubber Gasket,ft,0,0,Sealing
6,Bi Fold Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Silicone Sealant,tube,1,0,Installation
6,Bi Fold Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Fabrication,hrs,0,0,Assembly
6,Bi Fold Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Installation,hrs,0,0,On-site installation
2,Corner Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Toughened Glass,sqft,0,0,Glass panels
2,Corner Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Aluminum Profile,ft,0,0,Frame
2,Corner Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Hinges (SS304),pcs,0,0,Door hinges
2,Corner Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Handle,pcs,1,0,Door handle
2,Corner Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Rubber Gasket,ft,0,0,Sealing
2,Corner Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Silicone Sealant,tube,1,0,Installation
2,Corner Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Fabrication,hrs,0,0,Assembly
2,Corner Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Installation,hrs,0,0,On-site installation
9,Frameless Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Toughened Glass,sqft,0,0,Glass panels
9,Frameless Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Aluminum Profile,ft,0,0,Frame
9,Frameless Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Hinges (SS304),pcs,0,0,Door hinges
9,Frameless Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Handle,pcs,1,0,Door handle
9,Frameless Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Rubber Gasket,ft,0,0,Sealing
9,Frameless Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Silicone Sealant,tube,1,0,Installation
9,Frameless Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Fabrication,hrs,0,0,Assembly
9,Frameless Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Installation,hrs,0,0,On-site installation
1,Glass Shower Cubicles,Shower Enclosures,Shower Enclosure,Toughened Glass,sqft,0,0,Glass panels
1,Glass Shower Cubicles,Shower Enclosures,Shower Enclosure,Aluminum Profile,ft,0,0,Frame
1,Glass Shower Cubicles,Shower Enclosures,Shower Enclosure,Hinges (SS304),pcs,0,0,Door hinges
1,Glass Shower Cubicles,Shower Enclosures,Shower Enclosure,Handle,pcs,1,0,Door handle
1,Glass Shower Cubicles,Shower Enclosures,Shower Enclosure,Rubber Gasket,ft,0,0,Sealing
1,Glass Shower Cubicles,Shower Enclosures,Shower Enclosure,Silicone Sealant,tube,1,0,Installation
1,Glass Shower Cubicles,Shower Enclosures,Shower Enclosure,Labor - Fabrication,hrs,0,0,Assembly
1,Glass Shower Cubicles,Shower Enclosures,Shower Enclosure,Labor - Installation,hrs,0,0,On-site installation
8,Sliding Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Toughened Glass,sqft,0,0,Glass panels
8,Sliding Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Aluminum Profile,ft,0,0,Frame
8,Sliding Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Hinges (SS304),pcs,0,0,Door hinges
8,Sliding Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Handle,pcs,1,0,Door handle
8,Sliding Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Rubber Gasket,ft,0,0,Sealing
8,Sliding Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Silicone Sealant,tube,1,0,Installation
8,Sliding Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Fabrication,hrs,0,0,Assembly
8,Sliding Door Glass Shower Enclosure,Shower Enclosures,Shower Enclosure,Labor - Installation,hrs,0,0,On-site installation
4,Sliding Shower With Flutad Glass,Shower Enclosures,Shower Enclosure,Toughened Glass,sqft,0,0,Glass panels
4,Sliding Shower With Flutad Glass,Shower Enclosures,Shower Enclosure,Aluminum Profile,ft,0,0,Frame
4,Sliding Shower With Flutad Glass,Shower Enclosures,Shower Enclosure,Hinges (SS304),pcs,0,0,Door hinges
4,Sliding Shower With Flutad Glass,Shower Enclosures,Shower Enclosure,Handle,pcs,1,0,Door handle
4,Sliding Shower With Flutad Glass,Shower Enclosures,Shower Enclosure,Rubber Gasket,ft,0,0,Sealing
4,Sliding Shower With Flutad Glass,Shower Enclosures,Shower Enclosure,Silicone Sealant,tube,1,0,Installation
4,Sliding Shower With Flutad Glass,Shower Enclosures,Shower Enclosure,Labor - Fabrication,hrs,0,0,Assembly
4,Sliding Shower With Flutad Glass,Shower Enclosures,Shower Enclosure,Labor - Installation,hrs,0,0,On-site installation
79,Automatic Sensor Glass Door,Sliding Door,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
79,Automatic Sensor Glass Door,Sliding Door,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
79,Automatic Sensor Glass Door,Sliding Door,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
79,Automatic Sensor Glass Door,Sliding Door,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
75,Automatic Sliding Door,Sliding Door,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
75,Automatic Sliding Door,Sliding Door,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
75,Automatic Sliding Door,Sliding Door,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
75,Automatic Sliding Door,Sliding Door,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
82,Plain Glass Doors,Sliding Door,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
82,Plain Glass Doors,Sliding Door,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
82,Plain Glass Doors,Sliding Door,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
82,Plain Glass Doors,Sliding Door,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
30,10mm Toughened Glass,Transparent Glass,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
30,10mm Toughened Glass,Transparent Glass,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
30,10mm Toughened Glass,Transparent Glass,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
30,10mm Toughened Glass,Transparent Glass,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
27,12mm Laminated Toughened Glass,Transparent Glass,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
27,12mm Laminated Toughened Glass,Transparent Glass,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
27,12mm Laminated Toughened Glass,Transparent Glass,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
27,12mm Laminated Toughened Glass,Transparent Glass,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
29,15mm Toughened Glass,Transparent Glass,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
29,15mm Toughened Glass,Transparent Glass,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
29,15mm Toughened Glass,Transparent Glass,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
29,15mm Toughened Glass,Transparent Glass,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
31,19 mm Toughened Glass,Transparent Glass,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
31,19 mm Toughened Glass,Transparent Glass,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
31,19 mm Toughened Glass,Transparent Glass,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
31,19 mm Toughened Glass,Transparent Glass,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
26,Tempered Glass,Transparent Glass,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
26,Tempered Glass,Transparent Glass,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
26,Tempered Glass,Transparent Glass,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
26,Tempered Glass,Transparent Glass,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
28,Toughened Safety Glass,Transparent Glass,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
28,Toughened Safety Glass,Transparent Glass,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
28,Toughened Safety Glass,Transparent Glass,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
28,Toughened Safety Glass,Transparent Glass,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
25,Transparent Toughened Glass,Transparent Glass,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
25,Transparent Toughened Glass,Transparent Glass,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
25,Transparent Toughened Glass,Transparent Glass,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
25,Transparent Toughened Glass,Transparent Glass,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
21,Modular UPVC Sliding Window,UPVC Doors And Windows,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
21,Modular UPVC Sliding Window,UPVC Doors And Windows,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
21,Modular UPVC Sliding Window,UPVC Doors And Windows,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
21,Modular UPVC Sliding Window,UPVC Doors And Windows,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
23,UPVC 3 Track Sliding Window,UPVC Doors And Windows,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
23,UPVC 3 Track Sliding Window,UPVC Doors And Windows,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
23,UPVC 3 Track Sliding Window,UPVC Doors And Windows,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
23,UPVC 3 Track Sliding Window,UPVC Doors And Windows,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
20,UPVC Doors And Windows,UPVC Doors And Windows,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
20,UPVC Doors And Windows,UPVC Doors And Windows,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
20,UPVC Doors And Windows,UPVC Doors And Windows,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
20,UPVC Doors And Windows,UPVC Doors And Windows,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
22,UPVC Sliding Glass Window,UPVC Doors And Windows,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
22,UPVC Sliding Glass Window,UPVC Doors And Windows,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
22,UPVC Sliding Glass Window,UPVC Doors And Windows,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
22,UPVC Sliding Glass Window,UPVC Doors And Windows,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
24,Upvc Window Glass,UPVC Doors And Windows,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
24,Upvc Window Glass,UPVC Doors And Windows,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
24,Upvc Window Glass,UPVC Doors And Windows,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
24,Upvc Window Glass,UPVC Doors And Windows,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
19,Designer Window Glass,Window Glass,Toughened Glass,Float Glass,sqft,1.0,0,Raw glass
19,Designer Window Glass,Window Glass,Toughened Glass,Labor - Cutting,hrs,0,0,Cutting time
19,Designer Window Glass,Window Glass,Toughened Glass,Labor - Edging,hrs,0,0,Edge polishing
19,Designer Window Glass,Window Glass,Toughened Glass,Electricity - Tempering,unit,1.0,0,Furnace processing
